loc,trait,group1,group2,meandiff,p-adj,lower,upper,reject
Glyma.16G082800,water_soluble_protein,hap3,hap6,-4.4467,0.0074,-7.9846,-0.9088,TRUE
Glyma.03G146100,water_soluble_protein,hap3,hap4,-3.5443,0.0144,-6.5661,-0.5224,TRUE
Glyma.20G229000,water_soluble_protein,hap1,hap3,4.9876,0.0453,0.0723,9.903,TRUE
Glyma.16G091800,water_soluble_protein,hap1,hap2,-4.2943,0.0028,-7.0901,-1.4984,TRUE
Glyma.01G220200,water_soluble_protein,hap1,hap4,-3.8009,0.0053,-6.6418,-0.9599,TRUE
Glyma.01G220200,water_soluble_protein,hap2,hap4,-4.2219,0.0027,-7.1857,-1.2581,TRUE
Glyma.20G230700,water_soluble_protein,hap1,hap2,3.4962,0.002,1.3206,5.6718,TRUE
Glyma.16G084300,water_soluble_protein,hap1,hap3,-3.6491,0.0082,-6.5043,-0.7939,TRUE
Glyma.08G180600,water_soluble_protein,hap2,hap3,-5.2442,0.0121,-9.5355,-0.9529,TRUE
Glyma.16G094700,water_soluble_protein,hap20,hap4,7.9065,0.0054,1.6124,14.2007,TRUE
Glyma.06G320800,water_soluble_protein,hap1,hap4,-4.5495,0.0007,-7.5464,-1.5527,TRUE
Glyma.06G320800,water_soluble_protein,hap2,hap4,-4.4906,0.0071,-8.0491,-0.9321,TRUE
Glyma.06G320800,water_soluble_protein,hap4,hap6,5.5307,0.0011,1.7697,9.2917,TRUE
Glyma.05G147500,water_soluble_protein,hap1,hap2,-1.782,0.0266,-3.3543,-0.2097,TRUE
Glyma.09G042600,water_soluble_protein,hap1,hap2,-6.2325,0.0011,-10.2858,-2.1791,TRUE
Glyma.05G156100,water_soluble_protein,hap1,hap2,1.9825,0.0087,0.5087,3.4564,TRUE
Glyma.18G227700,water_soluble_protein,hap1,hap4,-4.495,0.0013,-7.5877,-1.4024,TRUE
Glyma.18G227700,water_soluble_protein,hap2,hap4,-5.3865,0.0008,-8.9821,-1.7908,TRUE
Glyma.18G227700,water_soluble_protein,hap3,hap4,-4.4445,0.0318,-8.6144,-0.2746,TRUE
Glyma.02G002200,water_soluble_protein,hap1,hap3,-2.9422,0.0028,-4.85,-1.0344,TRUE
Glyma.03G161300,water_soluble_protein,hap10,hap4,6.3111,0.0096,1.1591,11.4631,TRUE
Glyma.06G316100,water_soluble_protein,hap1,hap2,3.3006,0.003,0.9631,5.6382,TRUE
Glyma.13G346200,water_soluble_protein,hap1,hap2,-2.4574,0.0175,-4.4792,-0.4357,TRUE
Glyma.14G053400,water_soluble_protein,hap1,hap2,-2.0599,0.0077,-3.5668,-0.553,TRUE
Glyma.19G069600,water_soluble_protein,hap1,hap3,-3.6019,0.0086,-6.275,-0.9289,TRUE
Glyma.20G081900,water_soluble_protein,hap1,hap2,-2.3382,0.004,-3.9191,-0.7573,TRUE
Glyma.08G099400,water_soluble_protein,hap1,hap2,-5.0102,0.0021,-8.17,-1.8504,TRUE
Glyma.13G254300,water_soluble_protein,hap1,hap3,-3.3243,0.0108,-6.0093,-0.6392,TRUE
Glyma.01G239000,water_soluble_protein,hap1,hap3,-2.4472,0.0042,-4.1103,-0.7842,TRUE
Glyma.13G178600,water_soluble_protein,hap1,hap2,3.3674,0.0059,0.9828,5.7521,TRUE
Glyma.17G000600,water_soluble_protein,hap1,hap2,-5.0355,0.0205,-9.2852,-0.7857,TRUE
Glyma.18G067200,water_soluble_protein,hap1,hap2,-6.5608,0.0027,-11.161,-1.9606,TRUE
Glyma.18G244500,water_soluble_protein,hap2,hap3,-7.4071,0.0023,-12.8592,-1.955,TRUE
Glyma.18G244500,water_soluble_protein,hap3,hap4,6.8423,0.0011,2.0825,11.6022,TRUE
Glyma.08G181200,water_soluble_protein,hap1,hap2,-4.0757,0.0062,-6.9776,-1.1738,TRUE
Glyma.20G105900,water_soluble_protein,hap1,hap2,-3.4471,0.006,-6.0571,-0.8371,TRUE
Glyma.16G079300,water_soluble_protein,hap1,hap2,2.9917,0.0015,1.1602,4.8232,TRUE
Glyma.01G224100,water_soluble_protein,hap1,hap2,-3.1345,0.0025,-5.1471,-1.1219,TRUE
Glyma.08G074500,water_soluble_protein,hap1,hap2,1.9941,0.0095,0.4942,3.494,TRUE
Glyma.01G218800,water_soluble_protein,hap1,hap5,-3.9606,0.0043,-6.8588,-1.0624,TRUE
Glyma.01G218800,water_soluble_protein,hap2,hap5,-4.3861,0.002,-7.3783,-1.3939,TRUE
Glyma.04G025900,water_soluble_protein,hap1,hap2,-3.0346,0.0426,-5.9662,-0.103,TRUE
Glyma.15G254500,water_soluble_protein,hap1,hap2,1.9967,0.0442,0.0527,3.9408,TRUE
Glyma.03G030600,water_soluble_protein,hap3,hap4,-3.3539,0.034,-6.5429,-0.165,TRUE
Glyma.04G095600,water_soluble_protein,hap1,hap2,-2.6317,0.0027,-4.3373,-0.926,TRUE
Glyma.08G031700,water_soluble_protein,hap1,hap2,-3.4619,0.0096,-6.0692,-0.8547,TRUE
Glyma.19G227600,water_soluble_protein,hap1,hap2,-3.2556,0.0024,-5.3387,-1.1726,TRUE
Glyma.12G205500,water_soluble_protein,hap1,hap2,-9.1416,0.0009,-14.483,-3.8002,TRUE
Glyma.03G098100,water_soluble_protein,hap1,hap4,-5.1956,0,-7.9558,-2.4354,TRUE
Glyma.03G098100,water_soluble_protein,hap2,hap4,-4.1379,0.0027,-7.0378,-1.2379,TRUE
Glyma.08G315800,water_soluble_protein,hap1,hap2,-6.0699,0.0006,-9.8615,-2.2782,TRUE
Glyma.08G315800,water_soluble_protein,hap2,hap4,5.9152,0.0094,1.2177,10.6128,TRUE
Glyma.14G028300,water_soluble_protein,hap1,hap3,-3.1368,0.0169,-5.8095,-0.4642,TRUE
Glyma.01G063200,water_soluble_protein,hap1,hap5,-6.3013,0.0041,-11.0491,-1.5535,TRUE
Glyma.01G063200,water_soluble_protein,hap2,hap5,-7.1451,0.0025,-12.3107,-1.9794,TRUE
Glyma.01G063200,water_soluble_protein,hap4,hap5,-7.7503,0.0022,-13.3032,-2.1973,TRUE
Glyma.04G113700,water_soluble_protein,hap1,hap4,3.0746,0.0315,0.2188,5.9305,TRUE
Glyma.03G055400,water_soluble_protein,hap2,hap3,4.0769,0.0014,1.1966,6.9571,TRUE
Glyma.10G082200,water_soluble_protein,hap1,hap3,-4.9582,0.0019,-8.4729,-1.4434,TRUE
Glyma.10G082200,water_soluble_protein,hap2,hap3,-4.6646,0.0048,-8.2318,-1.0974,TRUE
Glyma.19G122200,water_soluble_protein,hap1,hap4,-3.1671,0.0065,-5.4333,-0.9009,TRUE
Glyma.18G228800,water_soluble_protein,hap2,hap3,-3.2576,0.006,-5.7231,-0.792,TRUE
Glyma.06G229100,water_soluble_protein,hap1,hap2,-2.7369,0.0193,-5.0239,-0.4498,TRUE
Glyma.08G111600,water_soluble_protein,hap1,hap2,-10.3165,0,-13.7995,-6.8334,TRUE
Glyma.08G111600,water_soluble_protein,hap2,hap4,9.3445,0,4.3809,14.3081,TRUE
Glyma.11G234900,water_soluble_protein,hap1,hap2,-5.0604,0.0081,-8.785,-1.3358,TRUE
Glyma.13G370400,water_soluble_protein,hap1,hap5,-7.7086,0.0009,-12.6472,-2.77,TRUE
Glyma.18G148300,water_soluble_protein,hap1,hap3,-4.6435,0.0013,-7.7061,-1.5809,TRUE
Glyma.20G083600,water_soluble_protein,hap1,hap3,-3.8264,0.0002,-6.0342,-1.6186,TRUE
Glyma.18G068700,water_soluble_protein,hap1,hap3,-8.2799,0,-11.7271,-4.8326,TRUE
Glyma.07G251100,water_soluble_protein,hap1,hap3,-2.1742,0.0124,-3.8707,-0.4776,TRUE
Glyma.05G030100,water_soluble_protein,hap1,hap2,-2.8031,0.0092,-5.0252,-0.581,TRUE
Glyma.19G034600,water_soluble_protein,hap1,hap2,-4.034,0.0094,-7.0651,-1.0029,TRUE
Glyma.20G230400,water_soluble_protein,hap1,hap3,2.5847,0.0146,0.4227,4.7467,TRUE
Glyma.16G082500,water_soluble_protein,hap1,hap2,-3.2019,0.0145,-5.8776,-0.5261,TRUE
Glyma.12G047600,water_soluble_protein,hap1,hap2,-4.201,0.0046,-7.089,-1.313,TRUE
Glyma.04G043700,water_soluble_protein,hap1,hap4,-4.2367,0.0219,-7.9738,-0.4996,TRUE
Glyma.06G162700,water_soluble_protein,hap1,hap2,2.5371,0.0296,0.1794,4.8949,TRUE
Glyma.12G205400,water_soluble_protein,hap1,hap2,-9.0671,0.0001,-13.6698,-4.4643,TRUE
Glyma.08G045900,water_soluble_protein,hap1,hap4,-5.2675,0.0154,-9.7926,-0.7423,TRUE
Glyma.08G045900,water_soluble_protein,hap2,hap4,-5.4951,0.0369,-10.7554,-0.2349,TRUE
Glyma.05G154400,water_soluble_protein,hap1,hap2,1.9514,0.0097,0.4795,3.4234,TRUE
Glyma.02G234400,water_soluble_protein,hap1,hap2,-3.299,0.006,-5.64,-0.9581,TRUE
Glyma.13G223900,water_soluble_protein,hap1,hap2,-2.7576,0.0085,-4.9258,-0.5895,TRUE
Glyma.08G160600,water_soluble_protein,hap1,hap2,-2.9242,0.0055,-4.9749,-0.8736,TRUE
Glyma.06G319500,water_soluble_protein,hap3,hap6,-7.9578,0.0007,-13.3091,-2.6064,TRUE
Glyma.08G282600,water_soluble_protein,hap1,hap3,-3.0514,0.0035,-5.0811,-1.0217,TRUE
Glyma.08G287900,water_soluble_protein,hap1,hap3,-3.9768,0.0116,-7.2141,-0.7395,TRUE
Glyma.18G118800,water_soluble_protein,hap6,hap7,6.5273,0.0011,1.9099,11.1446,TRUE
Glyma.20G081000,water_soluble_protein,hap1,hap3,-1.8618,0.0181,-3.4016,-0.3219,TRUE
Glyma.08G110600,water_soluble_protein,hap1,hap2,-10.653,0,-13.8748,-7.4312,TRUE
Glyma.03G097400,water_soluble_protein,hap1,hap2,-1.8753,0.0105,-3.3049,-0.4456,TRUE
Glyma.03G038100,water_soluble_protein,hap2,hap3,-4.3722,0.0035,-7.6214,-1.1231,TRUE
Glyma.16G083600,water_soluble_protein,hap1,hap8,-5.6941,0.0035,-9.7862,-1.6019,TRUE
Glyma.06G126400,water_soluble_protein,hap1,hap2,-5.5282,0.0013,-8.8576,-2.1988,TRUE
Glyma.12G078200,water_soluble_protein,hap1,hap2,-3.0182,0.0015,-4.8666,-1.1698,TRUE
Glyma.14G212100,water_soluble_protein,hap1,hap3,2.1974,0.0401,0.1001,4.2946,TRUE
Glyma.02G039500,water_soluble_protein,hap2,hap6,-5.5057,0.0025,-9.4906,-1.5208,TRUE
Glyma.04G171300,water_soluble_protein,hap1,hap2,2.1358,0.0104,0.5088,3.7627,TRUE
Glyma.09G269500,water_soluble_protein,hap1,hap2,2.1634,0.0202,0.3426,3.9843,TRUE
Glyma.18G063800,water_soluble_protein,hap1,hap2,-7.2811,0.0024,-11.9473,-2.6149,TRUE
Glyma.13G196100,water_soluble_protein,hap1,hap2,2.8176,0.0362,0.1276,5.5075,TRUE
Glyma.20G229100,water_soluble_protein,hap1,hap2,4.2131,0.0013,1.4322,6.9939,TRUE
Glyma.01G069900,water_soluble_protein,hap1,hap2,2.939,0.0233,0.405,5.473,TRUE
Glyma.17G245300,water_soluble_protein,hap1,hap2,-3.9557,0.0055,-6.7297,-1.1817,TRUE
Glyma.20G107100,water_soluble_protein,hap1,hap2,-4.1478,0.0014,-6.9056,-1.3899,TRUE
Glyma.20G107100,water_soluble_protein,hap2,hap3,4.7739,0.0014,1.6136,7.9341,TRUE
Glyma.02G111200,water_soluble_protein,hap1,hap2,-1.7162,0.0373,-3.3304,-0.1021,TRUE
Glyma.09G168800,water_soluble_protein,hap1,hap3,-5.1217,0.0026,-8.7013,-1.5421,TRUE
Glyma.09G168800,water_soluble_protein,hap2,hap3,-4.9651,0.0048,-8.6441,-1.2862,TRUE
Glyma.18G270000,water_soluble_protein,hap1,hap2,2.0628,0.0226,0.2361,3.8896,TRUE
Glyma.11G112100,water_soluble_protein,hap1,hap2,1.7296,0.0331,0.1403,3.319,TRUE
Glyma.02G220000,water_soluble_protein,hap1,hap2,-4.5657,0.0019,-7.4252,-1.7063,TRUE
Glyma.10G067500,water_soluble_protein,hap2,hap3,8.8881,0.0006,3.3426,14.4336,TRUE
Glyma.08G354100,water_soluble_protein,hap1,hap4,-4.1473,0.002,-6.7509,-1.5436,TRUE
Glyma.20G087100,water_soluble_protein,hap1,hap2,5.1137,0.0003,2.3768,7.8505,TRUE
Glyma.05G019900,water_soluble_protein,hap1,hap2,-4.7161,0.0062,-8.0754,-1.3568,TRUE
Glyma.03G097300,water_soluble_protein,hap1,hap2,-2.0729,0.0059,-3.5395,-0.6063,TRUE
Glyma.18G256300,water_soluble_protein,hap1,hap3,-6.1184,0.0006,-9.9106,-2.3262,TRUE
Glyma.18G256300,water_soluble_protein,hap2,hap3,-5.1287,0.017,-9.5023,-0.7551,TRUE
Glyma.06G147900,water_soluble_protein,hap1,hap2,-2.7544,0.0118,-4.89,-0.6189,TRUE
Glyma.11G017500,water_soluble_protein,hap1,hap2,-6.0633,0.0009,-9.6097,-2.5169,TRUE
Glyma.18G142300,water_soluble_protein,hap1,hap8,-5.5478,0.0014,-9.4866,-1.6091,TRUE
Glyma.18G142300,water_soluble_protein,hap10,hap8,-7.3355,0.0021,-12.6832,-1.9879,TRUE
Glyma.03G100400,water_soluble_protein,hap1,hap2,-1.9571,0.0083,-3.4034,-0.5109,TRUE
Glyma.18G138000,water_soluble_protein,hap1,hap4,-4.7769,0.0032,-8.3061,-1.2476,TRUE
Glyma.18G138000,water_soluble_protein,hap2,hap4,-6.6486,0.0124,-12.2288,-1.0684,TRUE
Glyma.18G138000,water_soluble_protein,hap3,hap4,-4.3651,0.0095,-7.9268,-0.8033,TRUE
Glyma.07G058900,water_soluble_protein,hap6,hap8,-7.061,0.0057,-12.6492,-1.4728,TRUE
Glyma.07G257500,water_soluble_protein,hap1,hap2,-3.5556,0.0058,-6.0648,-1.0464,TRUE
Glyma.18G142000,water_soluble_protein,hap1,hap4,-5.9619,0.0001,-9.4491,-2.4747,TRUE
Glyma.09G269000,water_soluble_protein,hap1,hap2,2.9193,0.0022,1.066,4.7727,TRUE
Glyma.09G269400,water_soluble_protein,hap1,hap2,2.4556,0.0079,0.6521,4.2592,TRUE
Glyma.06G287300,water_soluble_protein,hap1,hap2,2.4451,0.0375,0.1433,4.7468,TRUE
Glyma.10G097700,water_soluble_protein,hap1,hap2,-4.0009,0.0174,-7.4233,-0.5786,TRUE
Glyma.20G108000,water_soluble_protein,hap1,hap3,-4.7046,0.0013,-7.9415,-1.4678,TRUE
Glyma.20G108400,water_soluble_protein,hap1,hap3,-3.6989,0.0043,-6.4071,-0.9907,TRUE
Glyma.17G254900,water_soluble_protein,hap1,hap2,-6.8949,0.0001,-10.1623,-3.6274,TRUE
Glyma.01G069800,water_soluble_protein,hap1,hap2,2.939,0.0233,0.405,5.473,TRUE
Glyma.14G068500,water_soluble_protein,hap1,hap2,-2.387,0.0135,-4.2742,-0.4999,TRUE
Glyma.08G149400,water_soluble_protein,hap1,hap9,-9.0645,0,-13.5557,-4.5733,TRUE
Glyma.08G149400,water_soluble_protein,hap3,hap9,-8.5791,0,-12.8866,-4.2717,TRUE
Glyma.08G149400,water_soluble_protein,hap4,hap9,-7.9361,0.0001,-12.4708,-3.4013,TRUE
Glyma.15G080900,water_soluble_protein,hap1,hap2,3.517,0.0088,0.8973,6.1368,TRUE
Glyma.04G030300,water_soluble_protein,hap1,hap2,-2.3453,0.02,-4.3164,-0.3741,TRUE
Glyma.16G117400,water_soluble_protein,hap28,hap3,5.3036,0.003,1.5841,9.0232,TRUE
Glyma.15G203100,water_soluble_protein,hap1,hap2,-6.1287,0.0003,-9.4327,-2.8248,TRUE
Glyma.19G039300,water_soluble_protein,hap1,hap3,3.613,0.0055,1.0758,6.1502,TRUE
Glyma.18G228900,water_soluble_protein,hap2,hap5,-4.0601,0.0174,-7.6346,-0.4855,TRUE
Glyma.09G268700,water_soluble_protein,hap1,hap3,2.6674,0.0085,0.6915,4.6432,TRUE
Glyma.02G238600,water_soluble_protein,hap1,hap2,-2.3366,0.0031,-3.8734,-0.7998,TRUE
Glyma.04G224000,water_soluble_protein,hap1,hap2,-2.6778,0.0058,-4.5675,-0.788,TRUE
Glyma.12G181400,water_soluble_protein,hap1,hap3,-3.2941,0.0006,-5.3498,-1.2384,TRUE
Glyma.15G267500,water_soluble_protein,hap1,hap4,-5.5903,0.0102,-10.1833,-0.9973,TRUE
Glyma.15G267500,water_soluble_protein,hap2,hap4,-6.4859,0.0105,-11.8311,-1.1407,TRUE
Glyma.15G113700,water_soluble_protein,hap1,hap2,-2.4544,0.0078,-4.2533,-0.6555,TRUE
Glyma.18G142800,water_soluble_protein,hap1,hap2,-3.967,0.0015,-6.3941,-1.5399,TRUE
Glyma.06G151800,water_soluble_protein,hap1,hap2,-3.0841,0.0019,-5.2683,-0.8998,TRUE
Glyma.06G151800,water_soluble_protein,hap1,hap4,-4.931,0.0243,-9.4017,-0.4604,TRUE
Glyma.06G151800,water_soluble_protein,hap2,hap3,3.5802,0.0181,0.4467,6.7138,TRUE
Glyma.06G151800,water_soluble_protein,hap3,hap4,-5.4272,0.0278,-10.4307,-0.4237,TRUE
Glyma.18G006300,water_soluble_protein,hap1,hap2,-2.313,0.007,-3.9848,-0.6412,TRUE
Glyma.19G121100,water_soluble_protein,hap1,hap3,-5.4577,0.0007,-8.8949,-2.0206,TRUE
Glyma.19G121100,water_soluble_protein,hap2,hap3,-5.4636,0.0006,-8.8748,-2.0523,TRUE
Glyma.03G028900,water_soluble_protein,hap1,hap3,-3.7473,0.0153,-6.9012,-0.5933,TRUE
Glyma.05G121800,water_soluble_protein,hap1,hap2,-2.9169,0.0146,-5.2488,-0.5849,TRUE
Glyma.01G218100,water_soluble_protein,hap1,hap5,-4.48,0.0011,-7.3951,-1.5648,TRUE
Glyma.01G218100,water_soluble_protein,hap2,hap5,-4.82,0.0006,-7.832,-1.8079,TRUE
Glyma.06G211500,water_soluble_protein,hap1,hap2,-3.5685,0.0086,-6.3748,-0.7622,TRUE
Glyma.03G165600,water_soluble_protein,hap1,hap3,-2.9155,0.0409,-5.7351,-0.0959,TRUE
Glyma.11G086100,water_soluble_protein,hap1,hap3,-5.9971,0.0011,-9.9121,-2.082,TRUE
Glyma.18G223800,water_soluble_protein,hap1,hap2,-2.6316,0.0036,-4.3877,-0.8755,TRUE
Glyma.13G215200,water_soluble_protein,hap1,hap2,-4.0663,0.0012,-6.4958,-1.6369,TRUE
Glyma.03G231000,water_soluble_protein,hap1,hap2,-3.3857,0.0112,-5.9924,-0.779,TRUE
Glyma.04G023900,water_soluble_protein,hap2,hap3,-3.3737,0.0322,-6.5165,-0.2308,TRUE
Glyma.11G084200,water_soluble_protein,hap1,hap4,-5.7979,0.0021,-9.7821,-1.8137,TRUE
Glyma.19G258300,water_soluble_protein,hap1,hap2,-5.2127,0.0033,-9.1555,-1.2699,TRUE
Glyma.19G258300,water_soluble_protein,hap2,hap3,5.3574,0.0154,0.6987,10.0161,TRUE
Glyma.19G258300,water_soluble_protein,hap2,hap5,5.5178,0.0022,1.471,9.5646,TRUE
Glyma.01G224800,water_soluble_protein,hap1,hap2,2.8676,0.0147,0.4654,5.2699,TRUE
Glyma.06G238100,water_soluble_protein,hap1,hap2,-3.9279,0.0174,-7.2875,-0.5683,TRUE
Glyma.06G202000,water_soluble_protein,hap2,hap5,-6.3037,0,-9.6419,-2.9654,TRUE
Glyma.06G202000,water_soluble_protein,hap5,hap8,5.4437,0.0005,1.9501,8.9373,TRUE
Glyma.04G151300,water_soluble_protein,hap1,hap2,-3.5072,0.0045,-5.9119,-1.1025,TRUE
Glyma.16G081900,water_soluble_protein,hap1,hap2,-2.5575,0.0158,-4.6274,-0.4877,TRUE
Glyma.19G148000,water_soluble_protein,hap1,hap2,-1.7204,0.0412,-3.3711,-0.0696,TRUE
Glyma.18G134100,water_soluble_protein,hap1,hap4,-3.1883,0.0321,-6.1829,-0.1937,TRUE
Glyma.03G186800,water_soluble_protein,hap1,hap2,-3.4171,0.0015,-5.5006,-1.3337,TRUE
Glyma.18G012900,water_soluble_protein,hap4,hap5,5.3028,0.0073,0.9618,9.6438,TRUE
Glyma.02G238800,water_soluble_protein,hap1,hap2,-2.4529,0.0017,-3.9709,-0.935,TRUE
Glyma.14G189900,water_soluble_protein,hap1,hap4,3.375,0.0342,0.2011,6.5488,TRUE
Glyma.18G013000,water_soluble_protein,hap1,hap3,-5.1121,0.0001,-7.9304,-2.2937,TRUE
Glyma.18G013000,water_soluble_protein,hap2,hap3,-5.8923,0.0002,-9.3038,-2.4807,TRUE
Glyma.03G161100,water_soluble_protein,hap1,hap2,2.5234,0.0013,1.0012,4.0457,TRUE
Glyma.10G185200,water_soluble_protein,hap1,hap2,-3.3726,0.0146,-6.0694,-0.6757,TRUE
Glyma.08G288000,water_soluble_protein,hap1,hap3,-4.2992,0.0149,-7.9067,-0.6918,TRUE
Glyma.13G214800,water_soluble_protein,hap1,hap2,-3.7787,0.0019,-6.1422,-1.4151,TRUE
Glyma.03G000500,water_soluble_protein,hap1,hap2,-3.7312,0.0052,-6.3322,-1.1301,TRUE
Glyma.07G115300,water_soluble_protein,hap1,hap3,2.18,0.0131,0.4651,3.895,TRUE
Glyma.05G161200,water_soluble_protein,hap1,hap2,-2.7161,0.0006,-4.2443,-1.1878,TRUE
Glyma.16G073500,water_soluble_protein,hap1,hap4,-4.5332,0.0067,-8.0039,-1.0625,TRUE
Glyma.16G073500,water_soluble_protein,hap2,hap4,-6.7052,0.0036,-11.5316,-1.8788,TRUE
Glyma.03G102300,water_soluble_protein,hap1,hap2,-3.682,0.0008,-5.7979,-1.5661,TRUE
Glyma.10G054600,water_soluble_protein,hap1,hap2,-2.3378,0.0162,-4.2367,-0.439,TRUE
Glyma.04G124300,water_soluble_protein,hap2,hap3,-3.6368,0.0265,-6.9301,-0.3435,TRUE
Glyma.08G159600,water_soluble_protein,hap1,hap2,1.6749,0.0335,0.1326,3.2173,TRUE
Glyma.02G069100,water_soluble_protein,hap11,hap2,6.7625,0.0424,0.1325,13.3924,TRUE
Glyma.02G069100,water_soluble_protein,hap11,hap3,6.2011,0.0233,0.5096,11.8925,TRUE
Glyma.15G267000,water_soluble_protein,hap1,hap2,-2.3196,0.0493,-4.6318,-0.0074,TRUE
Glyma.04G110400,water_soluble_protein,hap1,hap2,-2.0264,0.0407,-3.9658,-0.087,TRUE
Glyma.07G256200,water_soluble_protein,hap1,hap3,-4.1949,0.0048,-7.0946,-1.2953,TRUE
Glyma.15G218400,water_soluble_protein,hap1,hap3,-5.8579,0.001,-9.6525,-2.0633,TRUE
Glyma.15G218400,water_soluble_protein,hap2,hap3,-6.746,0.0002,-10.6915,-2.8006,TRUE
Glyma.04G021300,water_soluble_protein,hap1,hap2,-3.9488,0.0207,-7.2868,-0.6107,TRUE
Glyma.06G311300,water_soluble_protein,hap1,hap2,2.531,0.0041,0.6856,4.3764,TRUE
Glyma.06G311300,water_soluble_protein,hap1,hap3,5.3146,0.0042,1.4291,9.2,TRUE
Glyma.15G092800,water_soluble_protein,hap1,hap2,2.4776,0.0112,0.4679,4.4872,TRUE
Glyma.06G310900,water_soluble_protein,hap2,hap5,-6.017,0.0033,-10.6151,-1.4189,TRUE
Glyma.06G310900,water_soluble_protein,hap3,hap5,-5.6229,0.0012,-9.6298,-1.616,TRUE
Glyma.05G109700,water_soluble_protein,hap1,hap2,-3.2859,0.0025,-5.3983,-1.1735,TRUE
Glyma.08G302800,water_soluble_protein,hap1,hap10,-6.4446,0,-10.1107,-2.7786,TRUE
Glyma.08G302800,water_soluble_protein,hap10,hap8,4.8849,0.0068,0.9706,8.7991,TRUE
Glyma.06G246900,water_soluble_protein,hap2,hap3,2.6897,0.0351,0.1508,5.2285,TRUE
Glyma.10G082000,water_soluble_protein,hap1,hap2,-5.0971,0,-7.4078,-2.7864,TRUE
Glyma.05G153300,water_soluble_protein,hap1,hap2,2.0731,0.0057,0.6119,3.5344,TRUE
Glyma.13G202400,water_soluble_protein,hap1,hap4,-5.3875,0.0093,-9.7729,-1.0022,TRUE
Glyma.13G202400,water_soluble_protein,hap2,hap4,-5.6484,0.0025,-9.7342,-1.5626,TRUE
Glyma.08G277100,water_soluble_protein,hap1,hap2,-3.3537,0.0012,-5.3677,-1.3398,TRUE
Glyma.18G223200,water_soluble_protein,hap1,hap2,-2.4493,0.0068,-4.2148,-0.6838,TRUE
Glyma.04G035800,water_soluble_protein,hap1,hap2,-2.8681,0.0033,-4.7677,-0.9685,TRUE
Glyma.12G227400,water_soluble_protein,hap1,hap2,-4.2037,0.0102,-7.3966,-1.0109,TRUE
Glyma.06G181800,water_soluble_protein,hap1,hap5,-4.0824,0.0099,-7.3467,-0.818,TRUE
Glyma.06G181800,water_soluble_protein,hap3,hap5,-4.6381,0.0022,-7.8385,-1.4377,TRUE
Glyma.14G178700,water_soluble_protein,hap1,hap3,-5.6288,0.0089,-10.0735,-1.1841,TRUE
Glyma.14G178700,water_soluble_protein,hap2,hap3,-5.3233,0.0166,-9.8496,-0.7969,TRUE
Glyma.04G042700,water_soluble_protein,hap1,hap2,-3.1272,0.0368,-6.0596,-0.1949,TRUE
Glyma.06G202100,water_soluble_protein,hap1,hap4,-4.5986,0.0033,-7.8807,-1.3164,TRUE
Glyma.04G037700,water_soluble_protein,hap2,hap3,-3.2819,0.0186,-6.1137,-0.4501,TRUE
Glyma.20G109400,water_soluble_protein,hap1,hap3,-5.319,0.0003,-8.4741,-2.164,TRUE
Glyma.20G109400,water_soluble_protein,hap2,hap3,-5.3712,0,-8.1798,-2.5626,TRUE
Glyma.20G230900,water_soluble_protein,hap1,hap2,1.9366,0.0196,0.3151,3.5581,TRUE
Glyma.03G114200,water_soluble_protein,hap1,hap2,2.2695,0.0362,0.1477,4.3914,TRUE
Glyma.01G151400,water_soluble_protein,hap1,hap2,-2.411,0.005,-4.084,-0.738,TRUE
Glyma.06G198100,water_soluble_protein,hap1,hap2,-4.5402,0.0009,-7.1986,-1.8818,TRUE
Glyma.08G033000,water_soluble_protein,hap1,hap2,-2.5426,0.0043,-4.2773,-0.8078,TRUE
Glyma.15G223700,water_soluble_protein,hap1,hap8,-5.2298,0.0029,-9.1435,-1.3162,TRUE
Glyma.15G223700,water_soluble_protein,hap2,hap8,-8.1162,0,-12.6833,-3.5491,TRUE
Glyma.15G223700,water_soluble_protein,hap4,hap8,-6.3489,0.0028,-11.0917,-1.606,TRUE
Glyma.04G040800,water_soluble_protein,hap1,hap2,-2.2979,0.0063,-3.9369,-0.659,TRUE
Glyma.15G253600,water_soluble_protein,hap1,hap2,2.9987,0.0029,1.038,4.9595,TRUE
Glyma.03G100100,water_soluble_protein,hap1,hap3,-4.5015,0.0003,-7.1906,-1.8124,TRUE
Glyma.06G212000,water_soluble_protein,hap1,hap2,-3.6111,0.018,-6.714,-0.5082,TRUE
Glyma.02G241700,water_soluble_protein,hap1,hap2,-1.8005,0.0229,-3.3477,-0.2533,TRUE
Glyma.03G158300,water_soluble_protein,hap2,hap3,4.1646,0.0346,0.2131,8.1162,TRUE
Glyma.06G206900,water_soluble_protein,hap1,hap2,-4.8654,0.0109,-8.7986,-0.9321,TRUE
Glyma.08G288200,water_soluble_protein,hap1,hap2,-3.8476,0.0051,-6.5231,-1.172,TRUE
Glyma.11G189800,water_soluble_protein,hap1,hap3,-2.0742,0.0148,-3.7363,-0.4122,TRUE
Glyma.06G317700,water_soluble_protein,hap2,hap3,-4.5751,0.0008,-7.4801,-1.67,TRUE
Glyma.13G156000,water_soluble_protein,hap1,hap4,-3.3324,0.016,-6.1535,-0.5113,TRUE
