loc,trait,group1,group2,meandiff,p-adj,lower,upper,reject
Glyma.15G104200,protein_content,hap1,hap2,1.7705,0.0061,0.5107,3.0302,TRUE
Glyma.13G355300,protein_content,hap1,hap2,1.7423,0,0.9139,2.5707,TRUE
Glyma.11G064700,protein_content,hap1,hap3,-1.0215,0.0279,-1.931,-0.1119,TRUE
Glyma.11G246900,protein_content,hap1,hap2,0.9158,0.0053,0.2753,1.5564,TRUE
Glyma.17G138800,protein_content,hap1,hap2,1.7024,0.0058,0.4995,2.9054,TRUE
Glyma.18G162900,protein_content,hap1,hap5,-1.3954,0.0095,-2.5538,-0.2369,TRUE
Glyma.15G032500,protein_content,hap1,hap3,1.3866,0.0033,0.3952,2.378,TRUE
Glyma.17G026700,protein_content,hap1,hap2,1.3751,0.0003,0.6319,2.1182,TRUE
Glyma.04G189200,protein_content,hap1,hap2,1.4999,0.0008,0.5481,2.4518,TRUE
Glyma.03G063700,protein_content,hap2,hap3,1.5228,0.0175,0.1945,2.851,TRUE
Glyma.06G090300,protein_content,hap2,hap5,-2.111,0.0084,-3.8149,-0.4072,TRUE
Glyma.08G163800,protein_content,hap1,hap2,1.035,0.0069,0.2875,1.7825,TRUE
Glyma.15G018000,protein_content,hap1,hap2,1.0182,0.0161,0.1909,1.8454,TRUE
Glyma.08G031400,protein_content,hap1,hap2,1.1884,0.0174,0.1711,2.2057,TRUE
Glyma.08G031400,protein_content,hap2,hap3,-1.7379,0.0021,-2.934,-0.5417,TRUE
Glyma.09G179400,protein_content,hap1,hap2,1.1449,0.0062,0.3289,1.961,TRUE
Glyma.04G169100,protein_content,hap2,hap3,-2.0157,0.0052,-3.5224,-0.509,TRUE
Glyma.01G214200,protein_content,hap1,hap2,-1.6598,0.0015,-2.6782,-0.6415,TRUE
Glyma.07G210100,protein_content,hap2,hap3,1.1118,0.0272,0.101,2.1226,TRUE
Glyma.13G165600,protein_content,hap1,hap2,1.6583,0.0011,0.576,2.7406,TRUE
Glyma.20G189300,protein_content,hap1,hap2,1.5075,0.0047,0.391,2.624,TRUE
Glyma.15G039200,protein_content,hap1,hap3,1.3341,0.0002,0.6342,2.034,TRUE
Glyma.08G103900,protein_content,hap1,hap3,2.5512,0,1.1738,3.9286,TRUE
Glyma.08G103900,protein_content,hap2,hap3,2.5896,0.0011,0.8225,4.3567,TRUE
Glyma.08G100800,protein_content,hap1,hap2,1.524,0.0012,0.6103,2.4377,TRUE
Glyma.13G143200,protein_content,hap1,hap2,-0.9889,0.0011,-1.5783,-0.3995,TRUE
Glyma.07G214300,protein_content,hap1,hap2,-0.714,0.0222,-1.3247,-0.1034,TRUE
Glyma.05G185000,protein_content,hap1,hap2,-0.9191,0.0077,-1.5924,-0.2457,TRUE
Glyma.07G049800,protein_content,hap1,hap8,1.9065,0.0217,0.2289,3.5842,TRUE
Glyma.15G174200,protein_content,hap1,hap2,1.4811,0.0108,0.3455,2.6167,TRUE
Glyma.15G016000,protein_content,hap1,hap2,1.1209,0.0064,0.3181,1.9238,TRUE
Glyma.18G145000,protein_content,hap3,hap4,-1.8861,0.0077,-3.3953,-0.3769,TRUE
Glyma.13G024400,protein_content,hap1,hap3,-1.1189,0.0036,-1.9254,-0.3125,TRUE
Glyma.11G021100,protein_content,hap1,hap2,1.3274,0.0032,0.4498,2.205,TRUE
Glyma.20G223500,protein_content,hap2,hap3,-0.9891,0.0217,-1.8606,-0.1176,TRUE
Glyma.04G168500,protein_content,hap2,hap3,-2.1316,0.0022,-3.602,-0.6612,TRUE
Glyma.16G180600,protein_content,hap2,hap3,1.4885,0.0027,0.4431,2.534,TRUE
Glyma.03G240200,protein_content,hap1,hap3,-1.0033,0.0157,-1.8513,-0.1552,TRUE
Glyma.02G158500,protein_content,hap1,hap2,1.2864,0.0188,0.2159,2.3569,TRUE
Glyma.18G281900,protein_content,hap1,hap2,0.6662,0.0433,0.0204,1.3121,TRUE
Glyma.20G063400,protein_content,hap1,hap2,2.1833,0.0007,0.9319,3.4348,TRUE
Glyma.20G138400,protein_content,hap1,hap5,-1.8744,0.0078,-3.3774,-0.3715,TRUE
Glyma.04G039700,protein_content,hap1,hap4,-2.726,0,-3.8926,-1.5594,TRUE
Glyma.12G196900,protein_content,hap2,hap3,-1.663,0.0037,-2.8667,-0.4593,TRUE
Glyma.08G142500,protein_content,hap1,hap2,1.3299,0.0001,0.598,2.0617,TRUE
Glyma.08G322700,protein_content,hap1,hap6,-1.0305,0.0189,-1.8881,-0.1729,TRUE
Glyma.01G202800,protein_content,hap1,hap2,-0.9091,0.0029,-1.5025,-0.3156,TRUE
Glyma.06G198300,protein_content,hap2,hap4,-1.9776,0,-2.9739,-0.9812,TRUE
Glyma.07G243800,protein_content,hap3,hap4,1.7754,0.0298,0.1396,3.4112,TRUE
Glyma.18G124900,protein_content,hap1,hap3,-1.0501,0.0219,-1.9766,-0.1237,TRUE
Glyma.18G124900,protein_content,hap2,hap3,-2.4682,0.0027,-4.2015,-0.735,TRUE
Glyma.15G048700,protein_content,hap1,hap3,1.9885,0.0001,0.8961,3.081,TRUE
Glyma.15G048700,protein_content,hap3,hap4,-1.5011,0.0408,-2.9527,-0.0495,TRUE
Glyma.03G058900,protein_content,hap1,hap5,-1.7174,0.006,-3.0593,-0.3755,TRUE
Glyma.08G116800,protein_content,hap1,hap2,1.2966,0.0001,0.679,1.9143,TRUE
Glyma.20G066200,protein_content,hap1,hap2,1.7493,0.0008,0.7362,2.7624,TRUE
Glyma.08G143400,protein_content,hap1,hap2,1.1152,0.0002,0.5257,1.7048,TRUE
Glyma.03G162000,protein_content,hap1,hap2,-0.85,0.0061,-1.4542,-0.2458,TRUE
Glyma.04G212600,protein_content,hap1,hap2,0.7905,0.0141,0.1608,1.4201,TRUE
Glyma.17G033000,protein_content,hap1,hap2,1.191,0.0001,0.5976,1.7844,TRUE
Glyma.02G162800,protein_content,hap1,hap2,1.2864,0.0188,0.2159,2.3569,TRUE
Glyma.11G248000,protein_content,hap1,hap2,1.7341,0.0003,0.7129,2.7552,TRUE
Glyma.15G048200,protein_content,hap1,hap2,1.7686,0.0003,0.8232,2.7139,TRUE
Glyma.17G028800,protein_content,hap1,hap2,1.3327,0.0002,0.6441,2.0213,TRUE
Glyma.10G271000,protein_content,hap1,hap3,1.4892,0.0079,0.3262,2.6523,TRUE
Glyma.12G150800,protein_content,hap1,hap2,0.7488,0.0189,0.1253,1.3723,TRUE
Glyma.15G049000,protein_content,hap1,hap3,2.7531,0,1.7124,3.7938,TRUE
Glyma.15G049000,protein_content,hap2,hap3,1.8841,0.0001,0.851,2.9173,TRUE
Glyma.04G075500,protein_content,hap1,hap3,0.856,0.0466,0.0128,1.6992,TRUE
Glyma.10G025200,protein_content,hap1,hap2,1.1544,0.0275,0.1295,2.1793,TRUE
Glyma.16G184900,protein_content,hap1,hap3,1.2778,0.0346,0.065,2.4905,TRUE
Glyma.03G122200,protein_content,hap2,hap3,-1.79,0.0002,-2.8386,-0.7414,TRUE
Glyma.17G160400,protein_content,hap1,hap2,1.0807,0.0004,0.4894,1.6719,TRUE
Glyma.15G050000,protein_content,hap1,hap2,1.2998,0.0004,0.593,2.0066,TRUE
Glyma.19G155000,protein_content,hap1,hap2,-0.9504,0.0019,-1.545,-0.3557,TRUE
Glyma.04G207300,protein_content,hap1,hap2,1.2331,0.0111,0.2843,2.1819,TRUE
Glyma.08G132800,protein_content,hap1,hap2,1.2794,0,0.6955,1.8634,TRUE
Glyma.20G139000,protein_content,hap1,hap6,-1.8673,0.0057,-3.2751,-0.4594,TRUE
Glyma.15G034800,protein_content,hap2,hap3,1.0534,0.0163,0.159,1.9479,TRUE
Glyma.06G241100,protein_content,hap2,hap3,1.5092,0.0318,0.0928,2.9257,TRUE
Glyma.06G241100,protein_content,hap3,hap4,-3.3292,0.0004,-5.4544,-1.204,TRUE
Glyma.06G087800,protein_content,hap1,hap4,-2.2052,0.0019,-3.709,-0.7015,TRUE
Glyma.08G117200,protein_content,hap1,hap2,1.2424,0.0001,0.6282,1.8565,TRUE
Glyma.05G225100,protein_content,hap1,hap2,1.1487,0.0061,0.2754,2.022,TRUE
Glyma.19G139900,protein_content,hap2,hap4,1.9232,0.0144,0.2821,3.5643,TRUE
Glyma.07G190600,protein_content,hap3,hap4,1.301,0.0116,0.2416,2.3604,TRUE
Glyma.08G238200,protein_content,hap1,hap3,1.2286,0.0076,0.3308,2.1264,TRUE
Glyma.15G155200,protein_content,hap1,hap2,-1.0001,0.0042,-1.6804,-0.3198,TRUE
Glyma.16G181700,protein_content,hap1,hap4,-0.9105,0.0233,-1.7208,-0.1002,TRUE
Glyma.02G142300,protein_content,hap1,hap2,-1.3188,0.0327,-2.5283,-0.1094,TRUE
Glyma.17G012300,protein_content,hap1,hap3,-0.9949,0.0284,-1.905,-0.0848,TRUE
Glyma.17G012300,protein_content,hap2,hap3,-1.1941,0.0053,-2.0886,-0.2996,TRUE
Glyma.19G101000,protein_content,hap1,hap2,0.9054,0.0205,0.1408,1.6701,TRUE
Glyma.08G215700,protein_content,hap1,hap2,1.6503,0.0024,0.5003,2.8004,TRUE
Glyma.20G059000,protein_content,hap1,hap2,1.6811,0.0052,0.5082,2.8539,TRUE
Glyma.18G182000,protein_content,hap1,hap2,1.0212,0.002,0.3772,1.6651,TRUE
Glyma.10G185400,protein_content,hap1,hap2,1.5854,0.0236,0.1727,2.9982,TRUE
Glyma.15G232300,protein_content,hap1,hap2,-0.8119,0.021,-1.5,-0.1237,TRUE
Glyma.18G174700,protein_content,hap1,hap3,1.647,0.0068,0.3813,2.9128,TRUE
Glyma.04G215700,protein_content,hap1,hap2,-0.6422,0.0433,-1.2648,-0.0196,TRUE
Glyma.15G037700,protein_content,hap1,hap3,1.4098,0.0021,0.4414,2.3782,TRUE
Glyma.15G037700,protein_content,hap2,hap3,1.3023,0.0025,0.3936,2.2111,TRUE
Glyma.15G064800,protein_content,hap1,hap6,-1.497,0.0109,-2.7081,-0.286,TRUE
Glyma.17G062000,protein_content,hap1,hap3,-1.1141,0.0252,-2.1161,-0.1121,TRUE
Glyma.13G027500,protein_content,hap1,hap2,-0.8926,0.0323,-1.7251,-0.0602,TRUE
Glyma.11G199900,protein_content,hap1,hap2,1.6711,0.0018,0.6318,2.7104,TRUE
Glyma.08G204000,protein_content,hap2,hap3,-1.5896,0.0259,-3.0249,-0.1543,TRUE
Glyma.19G138200,protein_content,hap1,hap2,1.0008,0.0133,0.211,1.7906,TRUE
Glyma.07G050900,protein_content,hap1,hap3,1.1159,0.0046,0.2917,1.9402,TRUE
Glyma.16G025900,protein_content,hap1,hap2,1.3138,0.0034,0.3716,2.256,TRUE
Glyma.14G071100,protein_content,hap1,hap2,-1.2964,0.0096,-2.2745,-0.3183,TRUE
Glyma.04G156000,protein_content,hap1,hap2,1.3084,0.0171,0.1906,2.4262,TRUE
Glyma.08G250000,protein_content,hap1,hap2,1.2457,0.0001,0.6108,1.8806,TRUE
Glyma.03G098500,protein_content,hap1,hap3,1.6292,0.0141,0.2707,2.9877,TRUE
Glyma.13G143400,protein_content,hap1,hap2,-0.9183,0.0022,-1.5017,-0.3349,TRUE
Glyma.17G158900,protein_content,hap1,hap2,1.5531,0.0022,0.5675,2.5387,TRUE
Glyma.08G226400,protein_content,hap1,hap2,1.6231,0.0067,0.3781,2.8682,TRUE
Glyma.08G226400,protein_content,hap1,hap3,1.6306,0.0057,0.4007,2.8606,TRUE
Glyma.01G214800,protein_content,hap1,hap3,-1.4872,0.0037,-2.4861,-0.4884,TRUE
Glyma.17G158200,protein_content,hap1,hap2,3.3269,0,2.2665,4.3873,TRUE
Glyma.16G027700,protein_content,hap1,hap5,-1.8919,0.0061,-3.3738,-0.41,TRUE
Glyma.16G027700,protein_content,hap2,hap5,-1.9028,0.0022,-3.2699,-0.5357,TRUE
Glyma.18G171900,protein_content,hap1,hap2,2.3637,0.0012,0.8059,3.9215,TRUE
Glyma.20G217800,protein_content,hap2,hap3,1.8177,0.0059,0.4415,3.194,TRUE
Glyma.05G197100,protein_content,hap1,hap3,1.629,0.0455,0.0258,3.2322,TRUE
Glyma.08G200300,protein_content,hap1,hap3,1.6904,0.0001,0.7263,2.6545,TRUE
Glyma.08G200300,protein_content,hap1,hap4,1.7084,0.0012,0.5408,2.876,TRUE
Glyma.17G032800,protein_content,hap1,hap3,1.6772,0,0.8439,2.5105,TRUE
Glyma.06G201100,protein_content,hap1,hap2,1.3351,0.0005,0.5127,2.1575,TRUE
Glyma.06G201100,protein_content,hap2,hap5,-2.4133,0.0001,-3.7467,-1.0799,TRUE
Glyma.08G119700,protein_content,hap1,hap2,1.1838,0.0019,0.3772,1.9903,TRUE
Glyma.08G112100,protein_content,hap1,hap3,1.6365,0.0019,0.5228,2.7501,TRUE
Glyma.08G112100,protein_content,hap2,hap3,1.9414,0.0001,0.8654,3.0173,TRUE
Glyma.17G151900,protein_content,hap1,hap2,-0.7862,0.0147,-1.4163,-0.1561,TRUE
Glyma.08G231500,protein_content,hap1,hap3,1.3216,0.0035,0.3691,2.2742,TRUE
Glyma.20G065000,protein_content,hap1,hap2,1.4728,0.014,0.3008,2.6447,TRUE
Glyma.13G045300,protein_content,hap1,hap3,1.8901,0.0401,0.0594,3.7208,TRUE
Glyma.03G133400,protein_content,hap1,hap2,1.0974,0.0012,0.4411,1.7537,TRUE
Glyma.05G233800,protein_content,hap1,hap2,0.7236,0.0286,0.0767,1.3704,TRUE
Glyma.17G022400,protein_content,hap1,hap2,1.1139,0.0044,0.3506,1.8772,TRUE
Glyma.17G159700,protein_content,hap1,hap3,0.8835,0.0167,0.1311,1.6358,TRUE
Glyma.18G166900,protein_content,hap1,hap3,2.0953,0.0015,0.6942,3.4965,TRUE
Glyma.20G068000,protein_content,hap1,hap2,1.8889,0.0003,0.884,2.8938,TRUE
Glyma.15G187100,protein_content,hap1,hap2,1.0728,0.0101,0.2587,1.887,TRUE
Glyma.14G052500,protein_content,hap1,hap2,-1.4122,0.0009,-2.2399,-0.5844,TRUE
Glyma.10G099000,protein_content,hap1,hap3,1.3422,0.0279,0.1472,2.5372,TRUE
Glyma.13G142100,protein_content,hap1,hap2,-1.2249,0.0007,-1.997,-0.4527,TRUE
Glyma.17G061900,protein_content,hap1,hap2,-1.094,0.0106,-1.9758,-0.2123,TRUE
Glyma.17G062900,protein_content,hap1,hap2,-0.8926,0.0042,-1.5002,-0.285,TRUE
Glyma.20G222200,protein_content,hap2,hap4,-1.451,0.0038,-2.502,-0.4,TRUE
Glyma.20G068900,protein_content,hap1,hap2,1.8662,0.0003,0.8596,2.8728,TRUE
Glyma.17G021000,protein_content,hap1,hap2,1.0833,0.0071,0.2972,1.8694,TRUE
Glyma.03G241400,protein_content,hap1,hap2,-0.7176,0.0227,-1.3338,-0.1013,TRUE
Glyma.18G185700,protein_content,hap1,hap5,1.9629,0.0055,0.4879,3.438,TRUE
Glyma.04G043500,protein_content,hap1,hap4,-2.0307,0.004,-3.5095,-0.5519,TRUE
Glyma.04G043500,protein_content,hap2,hap4,-2.1069,0.0049,-3.6733,-0.5405,TRUE
Glyma.08G136600,protein_content,hap2,hap3,1.177,0.002,0.3721,1.9818,TRUE
Glyma.08G143000,protein_content,hap1,hap2,1.2132,0.0002,0.5033,1.9231,TRUE
Glyma.17G065700,protein_content,hap1,hap3,-1.2917,0.0196,-2.433,-0.1503,TRUE
Glyma.17G065700,protein_content,hap3,hap5,2.0546,0.0152,0.2912,3.818,TRUE
Glyma.03G056800,protein_content,hap3,hap4,1.8386,0.019,0.1909,3.4862,TRUE
Glyma.15G046200,protein_content,hap1,hap2,1.8763,0.0002,0.7939,2.9588,TRUE
Glyma.15G046200,protein_content,hap1,hap3,1.5805,0.002,0.498,2.6629,TRUE
Glyma.11G166400,protein_content,hap1,hap7,1.8554,0.0288,0.1545,3.5563,TRUE
Glyma.07G051300,protein_content,hap1,hap2,1.2335,0.0003,0.5672,1.8998,TRUE
Glyma.15G035300,protein_content,hap1,hap2,1.1187,0.0096,0.2268,2.0106,TRUE
Glyma.15G035300,protein_content,hap2,hap3,-1.0671,0.009,-1.9119,-0.2224,TRUE
Glyma.18G170400,protein_content,hap1,hap3,1.9888,0.0002,0.8309,3.1468,TRUE
Glyma.20G139400,protein_content,hap1,hap2,-0.9359,0.0055,-1.5923,-0.2795,TRUE
Glyma.11G246000,protein_content,hap1,hap2,0.8136,0.0296,0.0815,1.5456,TRUE
Glyma.03G057600,protein_content,hap3,hap4,1.7217,0.0173,0.2056,3.2379,TRUE
Glyma.03G057600,protein_content,hap4,hap6,-2.8328,0.0005,-4.7065,-0.9591,TRUE
Glyma.20G077100,protein_content,hap2,hap4,1.6583,0.0306,0.1097,3.2068,TRUE
Glyma.08G140200,protein_content,hap1,hap2,1.576,0.0001,0.6736,2.4783,TRUE
Glyma.08G136700,protein_content,hap1,hap2,1.6857,0,0.9341,2.4373,TRUE
Glyma.10G160100,protein_content,hap1,hap2,1.0174,0.0181,0.1755,1.8592,TRUE
Glyma.20G200700,protein_content,hap1,hap3,1.8049,0.0042,0.4834,3.1264,TRUE
Glyma.16G180800,protein_content,hap2,hap3,1.7333,0.0039,0.4732,2.9935,TRUE
Glyma.07G271400,protein_content,hap1,hap2,0.8196,0.0083,0.2139,1.4252,TRUE
Glyma.17G016700,protein_content,hap1,hap2,1.313,0.0045,0.4112,2.2149,TRUE
Glyma.07G047700,protein_content,hap1,hap2,1.2207,0.0001,0.6317,1.8096,TRUE
Glyma.17G151400,protein_content,hap1,hap2,-0.8405,0.0075,-1.4538,-0.2271,TRUE
Glyma.06G196100,protein_content,hap1,hap5,-1.9964,0.0002,-3.1496,-0.8432,TRUE
Glyma.06G196100,protein_content,hap2,hap5,-2.7932,0,-4.0286,-1.5578,TRUE
Glyma.08G072000,protein_content,hap1,hap2,1.5023,0.0099,0.3644,2.6401,TRUE
Glyma.04G189100,protein_content,hap1,hap3,1.3377,0.0056,0.3296,2.3458,TRUE
Glyma.18G092700,protein_content,hap1,hap2,2.4178,0.0005,0.9241,3.9114,TRUE
Glyma.18G092700,protein_content,hap2,hap3,-2.854,0.0007,-4.6472,-1.0608,TRUE
Glyma.09G280600,protein_content,hap20,hap4,2.6219,0.0092,0.4375,4.8063,TRUE
Glyma.03G057800,protein_content,hap2,hap9,1.9141,0.0052,0.4887,3.3395,TRUE
Glyma.20G075800,protein_content,hap1,hap3,1.8396,0.0043,0.491,3.1883,TRUE
Glyma.17G071200,protein_content,hap1,hap3,1.3963,0.0001,0.6086,2.184,TRUE
Glyma.20G138300,protein_content,hap1,hap5,-1.7252,0.0191,-3.2449,-0.2055,TRUE
Glyma.20G054100,protein_content,hap1,hap2,1.6736,0.0055,0.4988,2.8484,TRUE
Glyma.18G115800,protein_content,hap18,hap4,2.0101,0.04,0.074,3.9462,TRUE
Glyma.20G076300,protein_content,hap1,hap3,1.8102,0.0046,0.4724,3.148,TRUE
Glyma.06G146900,protein_content,hap3,hap4,-1.805,0.0023,-3.1034,-0.5066,TRUE
Glyma.14G047900,protein_content,hap1,hap4,1.5618,0.008,0.4129,2.7106,TRUE
Glyma.04G146900,protein_content,hap1,hap2,1.2361,0.0018,0.467,2.0052,TRUE
Glyma.08G136200,protein_content,hap1,hap2,1.4914,0.0007,0.554,2.4287,TRUE
Glyma.05G185100,protein_content,hap1,hap2,-1.2457,0.0044,-2.1615,-0.3299,TRUE
Glyma.03G057300,protein_content,hap2,hap3,1.5402,0.0074,0.3458,2.7345,TRUE
Glyma.09G040200,protein_content,hap1,hap3,1.2431,0.0004,0.4845,2.0017,TRUE
Glyma.12G152700,protein_content,hap1,hap2,1.3924,0.005,0.355,2.4298,TRUE
Glyma.08G230000,protein_content,hap1,hap2,1.044,0.0006,0.4541,1.6339,TRUE
Glyma.04G047400,protein_content,hap1,hap2,-1.857,0.0026,-3.0553,-0.6586,TRUE
Glyma.02G265600,protein_content,hap1,hap2,-1.0053,0.0323,-1.9429,-0.0677,TRUE
Glyma.15G032700,protein_content,hap1,hap2,1.1547,0.001,0.4754,1.8339,TRUE
Glyma.08G099000,protein_content,hap1,hap2,1.4437,0.0006,0.6271,2.2604,TRUE
Glyma.08G329200,protein_content,hap1,hap2,-0.7668,0.0168,-1.3936,-0.14,TRUE
Glyma.03G131300,protein_content,hap1,hap2,1.1162,0.0013,0.442,1.7904,TRUE
Glyma.18G165900,protein_content,hap1,hap2,1.1549,0.0025,0.4126,1.8973,TRUE
Glyma.17G028300,protein_content,hap1,hap2,1.3218,0.0002,0.6328,2.0109,TRUE
Glyma.06G211400,protein_content,hap1,hap3,1.433,0.0004,0.5639,2.3021,TRUE
Glyma.08G114900,protein_content,hap1,hap4,2.1169,0,0.9231,3.3106,TRUE
Glyma.08G114900,protein_content,hap3,hap4,3.1046,0,1.3246,4.8845,TRUE
Glyma.08G114900,protein_content,hap3,hap5,2.8097,0.0008,0.8833,4.7361,TRUE
Glyma.20G108500,protein_content,hap1,hap3,-1.6133,0.0031,-2.7608,-0.4657,TRUE
Glyma.08G134500,protein_content,hap1,hap2,1.4926,0,0.7132,2.272,TRUE
Glyma.20G084500,protein_content,hap1,hap3,2.017,0.0036,0.5609,3.473,TRUE
Glyma.20G084500,protein_content,hap2,hap3,1.7599,0.0208,0.2173,3.3025,TRUE
Glyma.10G272400,protein_content,hap2,hap5,1.6944,0.0356,0.0735,3.3153,TRUE
Glyma.10G272400,protein_content,hap3,hap5,2.0794,0.0063,0.4165,3.7423,TRUE
Glyma.15G033200,protein_content,hap1,hap2,1.1968,0.0001,0.6133,1.7804,TRUE
Glyma.15G042800,protein_content,hap1,hap3,1.7629,0.0001,0.9219,2.6039,TRUE
Glyma.06G144200,protein_content,hap1,hap2,1.3465,0.0036,0.445,2.2481,TRUE
Glyma.08G120000,protein_content,hap1,hap2,0.8257,0.0075,0.2233,1.428,TRUE
Glyma.15G046600,protein_content,hap1,hap2,1.5926,0,0.9116,2.2736,TRUE
Glyma.08G310700,protein_content,hap1,hap2,-1.1296,0.0304,-2.1514,-0.1079,TRUE
Glyma.08G132700,protein_content,hap1,hap2,1.3012,0,0.6997,1.9027,TRUE
Glyma.16G142300,protein_content,hap1,hap3,-2.0049,0.0047,-3.4907,-0.5191,TRUE
Glyma.18G130800,protein_content,hap3,hap4,-1.8005,0.0187,-3.3832,-0.2178,TRUE
Glyma.18G194500,protein_content,hap1,hap2,1.5634,0.0245,0.2029,2.9239,TRUE
Glyma.18G143000,protein_content,hap1,hap3,2.4452,0.0022,0.6863,4.2041,TRUE
Glyma.18G143000,protein_content,hap2,hap3,2.6658,0.0013,0.8312,4.5004,TRUE
Glyma.13G311600,protein_content,hap1,hap2,1.5162,0.0001,0.7568,2.2755,TRUE
Glyma.20G226600,protein_content,hap1,hap2,0.6855,0.0269,0.0791,1.292,TRUE
Glyma.08G336500,protein_content,hap1,hap2,-1.4378,0.0084,-2.5028,-0.3729,TRUE
Glyma.19G013700,protein_content,hap1,hap2,-1.318,0.017,-2.4641,-0.1719,TRUE
Glyma.17G027300,protein_content,hap1,hap2,1.1554,0.0025,0.4105,1.9003,TRUE
Glyma.11G140800,protein_content,hap1,hap2,-1.5408,0.0026,-2.6219,-0.4598,TRUE
Glyma.06G217000,protein_content,hap1,hap2,1.0699,0.0011,0.4341,1.7058,TRUE
Glyma.15G030700,protein_content,hap1,hap2,1.0485,0.006,0.3037,1.7933,TRUE
Glyma.15G061900,protein_content,hap1,hap2,1.2653,0.0002,0.6129,1.9177,TRUE
Glyma.17G066300,protein_content,hap1,hap2,-1.0829,0.0022,-1.8323,-0.3336,TRUE
Glyma.17G066300,protein_content,hap2,hap4,1.483,0.0171,0.2166,2.7494,TRUE
Glyma.08G217400,protein_content,hap1,hap3,2.0116,0.0003,0.825,3.1981,TRUE
Glyma.13G028300,protein_content,hap1,hap2,-1.033,0.0271,-1.9828,-0.0832,TRUE
Glyma.05G185500,protein_content,hap1,hap2,-2.0281,0.0007,-3.1926,-0.8636,TRUE
Glyma.08G101900,protein_content,hap1,hap2,1.3974,0.0482,0.011,2.7838,TRUE
Glyma.02G133300,protein_content,hap2,hap3,1.0258,0.0346,0.0593,1.9923,TRUE
Glyma.13G307100,protein_content,hap1,hap2,1.1863,0.0365,0.0753,2.2973,TRUE
Glyma.13G236700,protein_content,hap1,hap2,-0.9896,0.0148,-1.8197,-0.1594,TRUE
Glyma.19G013200,protein_content,hap1,hap2,-0.7814,0.0109,-1.3812,-0.1816,TRUE
Glyma.08G236400,protein_content,hap1,hap2,1.2668,0.0032,0.4303,2.1034,TRUE
Glyma.17G022800,protein_content,hap1,hap2,1.093,0.0026,0.386,1.8,TRUE
Glyma.08G097100,protein_content,hap1,hap2,1.0393,0.0037,0.3426,1.736,TRUE
Glyma.08G231300,protein_content,hap1,hap2,1.1692,0.0025,0.4149,1.9236,TRUE
Glyma.09G057800,protein_content,hap1,hap5,2.3552,0.0022,0.7298,3.9807,TRUE
Glyma.09G057800,protein_content,hap2,hap5,2.0559,0.0108,0.3955,3.7163,TRUE
Glyma.04G121300,protein_content,hap1,hap2,1.5162,0.0001,0.6588,2.3735,TRUE
Glyma.08G115100,protein_content,hap1,hap2,1.2178,0.0005,0.4679,1.9677,TRUE
Glyma.08G115100,protein_content,hap1,hap3,2.2488,0,1.2723,3.2254,TRUE
Glyma.03G059800,protein_content,hap1,hap5,-1.9441,0.0349,-3.7995,-0.0888,TRUE
Glyma.03G059800,protein_content,hap5,hap6,2.1148,0.0428,0.0435,4.1861,TRUE
Glyma.18G182700,protein_content,hap1,hap2,1.3156,0.0059,0.3844,2.2468,TRUE
Glyma.08G111000,protein_content,hap1,hap2,1.8633,0.0017,0.6026,3.124,TRUE
Glyma.01G202600,protein_content,hap1,hap2,-1.018,0.001,-1.6184,-0.4177,TRUE
Glyma.05G214400,protein_content,hap1,hap2,1.6583,0.0279,0.1447,3.1719,TRUE
Glyma.07G057900,protein_content,hap1,hap2,-1.7768,0.006,-3.0371,-0.5166,TRUE
Glyma.13G004300,protein_content,hap1,hap3,-0.847,0.0277,-1.6192,-0.0748,TRUE
Glyma.09G243600,protein_content,hap1,hap2,0.8167,0.0301,0.0794,1.554,TRUE
Glyma.08G140600,protein_content,hap1,hap3,2.2072,0,1.1464,3.268,TRUE
Glyma.08G140600,protein_content,hap1,hap4,2.4956,0,1.1332,3.858,TRUE
Glyma.08G110100,protein_content,hap1,hap2,1.8213,0.0001,0.7959,2.8466,TRUE
Glyma.20G221300,protein_content,hap2,hap3,-1.4415,0.0008,-2.3999,-0.483,TRUE
Glyma.08G144900,protein_content,hap1,hap2,0.9338,0.0043,0.2962,1.5715,TRUE
Glyma.08G204100,protein_content,hap1,hap2,-1.5639,0.0044,-2.6358,-0.492,TRUE
Glyma.15G017800,protein_content,hap1,hap2,1.0907,0.0075,0.2951,1.8864,TRUE
Glyma.08G074800,protein_content,hap1,hap3,-0.927,0.004,-1.5541,-0.2999,TRUE
Glyma.18G173700,protein_content,hap1,hap2,1.0152,0.0032,0.3441,1.6862,TRUE
Glyma.20G073300,protein_content,hap1,hap3,1.995,0.0064,0.4715,3.5184,TRUE
Glyma.13G326800,protein_content,hap1,hap2,-1.0236,0.0011,-1.6334,-0.4137,TRUE
Glyma.11G175300,protein_content,hap1,hap2,-0.6495,0.0398,-1.2686,-0.0305,TRUE
Glyma.11G247300,protein_content,hap1,hap2,0.9006,0.005,0.2744,1.5268,TRUE
Glyma.09G040000,protein_content,hap1,hap2,1.2964,0,0.6842,1.9086,TRUE
Glyma.08G122500,protein_content,hap1,hap3,1.4828,0.0025,0.409,2.5565,TRUE
Glyma.03G207800,protein_content,hap1,hap2,1.0533,0.0075,0.2851,1.8215,TRUE
Glyma.15G031000,protein_content,hap1,hap2,0.9867,0.0053,0.2969,1.6766,TRUE
